student_id,full_name,gender,department,10th_marks,10th_board,12th_marks,12th_board,cgpa,backlogs_history,active_backlogs,year_of_study,register_number,email,resume_format,parser_confidence,synthetic_ground_truth
SRM_STA_109,Amritha Hegde,Prefer not to say,ECE,83.7,ICSE,92.8,Cbse,9.25,0,1,2,SRM_STA_109,srm_sta_109@srmist.edu.in,standard,high,True
SRM_STA_110,Nisha Nair,Prefer not to say,IT,99.0,ICSE,67.9,Hsc,6.76,0,1,3,SRM_STA_110,srm_sta_110@srmist.edu.in,standard,high,True
SRM_STA_111,Amritha Rao,Prefer not to say,AIML,75.0,CBSE,88.9,Cbse,7.96,0,1,2,SRM_STA_111,srm_sta_111@srmist.edu.in,standard,high,True
SRM_STA_112,Praveen Rajendran,Prefer not to say,AIML,61.4,CBSE,65.6,Cbse,7.25,0,2,3,SRM_STA_112,srm_sta_112@srmist.edu.in,standard,high,True
SRM_STA_113,Ananya Ramachandran,Prefer not to say,IT,92.0,State Board,58.0,State,6.08,0,1,3,SRM_STA_113,srm_sta_113@srmist.edu.in,standard,high,True
SRM_STA_114,Dev Hegde,Prefer not to say,AIML,74.0,State Board,67.4,Hsc,7.3,0,1,4,SRM_STA_114,srm_sta_114@srmist.edu.in,standard,high,True
SRM_STA_115,Rahul Sharma,Prefer not to say,ECE,99.0,ICSE,86.9,Icse,8.33,0,2,3,SRM_STA_115,srm_sta_115@srmist.edu.in,standard,high,True
SRM_STA_116,Nisha Mishra,Prefer not to say,IT,74.0,State Board,56.8,Icse,6.12,0,1,4,SRM_STA_116,srm_sta_116@srmist.edu.in,standard,high,True
SRM_STA_117,Tanvi Ramachandran,Prefer not to say,CSE,91.3,State Board,96.8,State,9.39,0,1,4,SRM_STA_117,srm_sta_117@srmist.edu.in,standard,high,True
SRM_STA_118,Gaurav Mehta,Prefer not to say,IT,99.0,CBSE,77.9,Icse,8.21,0,1,2,SRM_STA_118,srm_sta_118@srmist.edu.in,standard,high,True
SRM_STA_119,Pallavi Hegde,Prefer not to say,AIML,99.0,ICSE,54.6,State,6.33,0,2,4,SRM_STA_119,srm_sta_119@srmist.edu.in,standard,high,True
SRM_STA_120,Sachin Menon,Prefer not to say,IT,66.8,CBSE,72.4,Hsc,6.78,0,1,3,SRM_STA_120,srm_sta_120@srmist.edu.in,standard,high,True
SRM_STA_121,Monisha Hegde,Prefer not to say,IT,67.8,CBSE,85.6,Hsc,9.73,0,2,3,SRM_STA_121,srm_sta_121@srmist.edu.in,standard,high,True
SRM_STA_122,Deepika Patel,Prefer not to say,AIML,79.7,State Board,74.6,State,7.25,0,1,4,SRM_STA_122,srm_sta_122@srmist.edu.in,standard,high,True
SRM_STA_123,Aanya Gupta,Prefer not to say,CSE,80.5,CBSE,90.7,Cbse,8.98,0,1,4,SRM_STA_123,srm_sta_123@srmist.edu.in,standard,high,True
SRM_STA_124,Sage Saxena,Prefer not to say,IT,73.0,CBSE,74.0,Cbse,6.94,0,1,4,SRM_STA_124,srm_sta_124@srmist.edu.in,standard,high,True
SRM_STA_125,Ishaan Sharma,Prefer not to say,ECE,63.1,CBSE,68.1,Icse,7.78,0,1,2,SRM_STA_125,srm_sta_125@srmist.edu.in,standard,high,True
SRM_STA_126,Aanya Singh,Prefer not to say,IT,83.7,ICSE,99.0,Icse,8.6,0,1,3,SRM_STA_126,srm_sta_126@srmist.edu.in,standard,high,True
SRM_STA_127,Ravi Yadav,Prefer not to say,AIML,71.9,ICSE,79.4,State,8.57,0,1,4,SRM_STA_127,srm_sta_127@srmist.edu.in,standard,high,True
SRM_STA_128,Vivek Joshi,Prefer not to say,AIDS,51.4,State Board,52.8,State,6.68,0,1,2,SRM_STA_128,srm_sta_128@srmist.edu.in,standard,high,True
SRM_STA_129,Priya Jain,Prefer not to say,AIML,77.6,ICSE,91.1,State,8.84,0,1,2,SRM_STA_129,srm_sta_129@srmist.edu.in,standard,high,True
SRM_STA_130,Quinn Bansal,Prefer not to say,CSE,82.2,ICSE,66.4,State,6.49,0,1,2,SRM_STA_130,srm_sta_130@srmist.edu.in,standard,high,True
SRM_STA_131,Vikram Nair,Prefer not to say,CSE,99.0,ICSE,71.6,Icse,8.09,0,1,3,SRM_STA_131,srm_sta_131@srmist.edu.in,standard,high,True
SRM_STA_132,Gayathri Mishra,Prefer not to say,AIML,89.1,ICSE,70.1,State,6.49,0,1,2,SRM_STA_132,srm_sta_132@srmist.edu.in,standard,high,True
SRM_STA_133,Arjun Mukherjee,Prefer not to say,IT,77.6,ICSE,73.5,Icse,6.21,0,2,2,SRM_STA_133,srm_sta_133@srmist.edu.in,standard,high,True
SRM_STA_134,Meera Agarwal,Prefer not to say,CSE,88.3,CBSE,66.3,Hsc,6.0,0,1,4,SRM_STA_134,srm_sta_134@srmist.edu.in,standard,high,True
SRM_STA_135,Arjun Bhat,Prefer not to say,MECH,68.9,State Board,72.2,Cbse,6.65,0,1,2,SRM_STA_135,srm_sta_135@srmist.edu.in,standard,high,True
SRM_STA_136,Aishwarya Nair,Prefer not to say,AIML,93.5,ICSE,52.6,State,6.49,0,1,4,SRM_STA_136,srm_sta_136@srmist.edu.in,standard,high,True
SRM_STA_137,Manisha Roy,Prefer not to say,ECE,79.8,ICSE,65.3,Cbse,6.86,0,1,4,SRM_STA_137,srm_sta_137@srmist.edu.in,standard,high,True
SRM_STA_138,Aanya Ghosh,Prefer not to say,CSE,71.5,ICSE,82.3,Hsc,7.56,0,1,2,SRM_STA_138,srm_sta_138@srmist.edu.in,standard,high,True
SRM_STA_139,Ankit Patil,Prefer not to say,IT,56.4,CBSE,89.7,Cbse,9.79,0,2,2,SRM_STA_139,srm_sta_139@srmist.edu.in,standard,high,True
SRM_STA_140,Rohit Sharma,Prefer not to say,AIML,78.5,CBSE,73.7,State,7.38,0,1,3,SRM_STA_140,srm_sta_140@srmist.edu.in,standard,high,True
SRM_STA_141,Myra Menon,Prefer not to say,CSE,77.6,ICSE,99.0,Icse,9.14,0,1,2,SRM_STA_141,srm_sta_141@srmist.edu.in,standard,high,True
SRM_STA_142,Sindhu Rajendran,Prefer not to say,CSE,75.0,State Board,62.5,Hsc,6.57,0,1,2,SRM_STA_142,srm_sta_142@srmist.edu.in,standard,high,True
SRM_STA_143,Harini Bansal,Prefer not to say,AIDS,77.2,CBSE,71.9,State,6.91,0,1,3,SRM_STA_143,srm_sta_143@srmist.edu.in,standard,high,True
SRM_STA_144,Aditya Murugan,Prefer not to say,AIML,99.0,State Board,53.2,Icse,5.27,0,2,4,SRM_STA_144,srm_sta_144@srmist.edu.in,standard,high,True
SRM_STA_145,Dharini Hegde,Prefer not to say,CSE,63.4,CBSE,79.0,Hsc,7.62,0,2,3,SRM_STA_145,srm_sta_145@srmist.edu.in,standard,high,True
SRM_STA_146,Lakshya Pandey,Prefer not to say,ECE,72.1,ICSE,74.7,Icse,6.27,0,1,4,SRM_STA_146,srm_sta_146@srmist.edu.in,standard,high,True
SRM_STA_147,Sachin Tiwari,Prefer not to say,AIML,78.1,ICSE,69.4,Icse,6.81,0,1,3,SRM_STA_147,srm_sta_147@srmist.edu.in,standard,high,True
SRM_STA_148,Deepika Mishra,Prefer not to say,IT,62.1,CBSE,86.3,Cbse,9.04,0,1,4,SRM_STA_148,srm_sta_148@srmist.edu.in,standard,high,True
SRM_STA_149,Avery Joshi,Prefer not to say,CSE,78.7,CBSE,99.0,Icse,8.98,0,1,4,SRM_STA_149,srm_sta_149@srmist.edu.in,standard,high,True
SRM_STA_150,Riley Balakrishnan,Prefer not to say,IT,81.7,ICSE,74.9,Icse,7.19,0,2,4,SRM_STA_150,srm_sta_150@srmist.edu.in,standard,high,True
SRM_STA_151,Deepak Gupta,Prefer not to say,CSE,77.6,ICSE,66.1,Icse,6.19,0,1,4,SRM_STA_151,srm_sta_151@srmist.edu.in,standard,high,True
SRM_STA_152,Vaishnavi Mehta,Prefer not to say,AIML,55.9,CBSE,70.5,Cbse,6.76,0,1,3,SRM_STA_152,srm_sta_152@srmist.edu.in,standard,high,True
SRM_STA_153,Morgan Kumar,Prefer not to say,CSE,68.9,ICSE,69.9,Icse,7.22,0,1,3,SRM_STA_153,srm_sta_153@srmist.edu.in,standard,high,True
SRM_STA_154,Aman Murugan,Prefer not to say,CSE,96.7,CBSE,99.0,Cbse,9.7,0,1,3,SRM_STA_154,srm_sta_154@srmist.edu.in,standard,high,True
SRM_STA_155,Rashmi Murugan,Prefer not to say,CSE,61.0,State Board,80.7,Icse,8.93,0,2,4,SRM_STA_155,srm_sta_155@srmist.edu.in,standard,high,True
SRM_STA_156,Arjun Bhat,Prefer not to say,AIML,78.5,CBSE,94.0,Cbse,8.42,0,2,3,SRM_STA_156,srm_sta_156@srmist.edu.in,standard,high,True
SRM_STA_157,Ananya Bhat,Prefer not to say,IT,83.7,State Board,69.2,Hsc,7.11,0,1,4,SRM_STA_157,srm_sta_157@srmist.edu.in,standard,high,True
SRM_STA_158,Sachin Tiwari,Prefer not to say,CSE,99.0,CBSE,54.2,Icse,6.72,0,1,4,SRM_STA_158,srm_sta_158@srmist.edu.in,standard,high,True
SRM_STA_159,Ankit Menon,Prefer not to say,CSE,77.6,State Board,97.8,Hsc,9.87,0,1,2,SRM_STA_159,srm_sta_159@srmist.edu.in,standard,high,True
SRM_STA_160,Praveen Gupta,Prefer not to say,AIML,81.8,CBSE,84.3,State,7.84,0,1,4,SRM_STA_160,srm_sta_160@srmist.edu.in,standard,high,True
SRM_STA_161,Amritha Singh,Prefer not to say,AIML,81.7,State Board,86.4,State,8.7,0,1,2,SRM_STA_161,srm_sta_161@srmist.edu.in,standard,high,True
SRM_STA_162,Surya Ramachandran,Prefer not to say,AIML,77.5,State Board,99.0,Hsc,9.07,0,1,4,SRM_STA_162,srm_sta_162@srmist.edu.in,standard,high,True
SRM_STA_163,Vaishnavi Agarwal,Prefer not to say,IT,96.5,CBSE,73.5,Cbse,7.92,0,2,4,SRM_STA_163,srm_sta_163@srmist.edu.in,standard,high,True
SRM_STA_164,Jyoti Sharma,Prefer not to say,CSE,77.5,State Board,80.1,State,7.27,0,1,4,SRM_STA_164,srm_sta_164@srmist.edu.in,standard,high,True
SRM_STA_165,Dev Mehta,Prefer not to say,IT,59.0,ICSE,83.7,Hsc,7.06,0,1,3,SRM_STA_165,srm_sta_165@srmist.edu.in,standard,high,True
SRM_STA_166,Pavan Sharma,Prefer not to say,CSE,97.0,CBSE,73.4,Icse,6.82,0,1,4,SRM_STA_166,srm_sta_166@srmist.edu.in,standard,high,True
SRM_STA_167,Pavithra Yadav,Prefer not to say,IT,73.0,CBSE,73.8,Cbse,8.27,0,1,4,SRM_STA_167,srm_sta_167@srmist.edu.in,standard,high,True
SRM_STA_168,Dhanush Sundaram,Prefer not to say,IT,99.0,State Board,82.0,State,7.52,0,1,4,SRM_STA_168,srm_sta_168@srmist.edu.in,standard,high,True
SRM_STA_169,Janani Gopalakrishnan,Prefer not to say,AIML,85.3,CBSE,85.0,State,7.93,0,1,2,SRM_STA_169,srm_sta_169@srmist.edu.in,standard,high,True
SRM_STA_170,Sindhu Rao,Prefer not to say,CSE,79.5,ICSE,83.9,Hsc,8.23,0,1,3,SRM_STA_170,srm_sta_170@srmist.edu.in,standard,high,True
SRM_STA_171,Reyansh Tiwari,Prefer not to say,IT,65.5,ICSE,75.8,State,8.47,0,1,4,SRM_STA_171,srm_sta_171@srmist.edu.in,standard,high,True
SRM_STA_172,Quinn Agarwal,Prefer not to say,IT,99.0,CBSE,71.4,Cbse,7.9,0,1,3,SRM_STA_172,srm_sta_172@srmist.edu.in,standard,high,True
SRM_STA_173,Ananya Pandey,Prefer not to say,AIML,63.1,ICSE,53.5,Hsc,6.7,0,1,4,SRM_STA_173,srm_sta_173@srmist.edu.in,standard,high,True
SRM_STA_174,Sachin Pandey,Prefer not to say,CSE,91.7,ICSE,87.1,Icse,9.23,0,1,3,SRM_STA_174,srm_sta_174@srmist.edu.in,standard,high,True
SRM_STA_175,Dev Kumar,Prefer not to say,IT,77.2,State Board,72.1,Hsc,7.43,0,1,4,SRM_STA_175,srm_sta_175@srmist.edu.in,standard,high,True
SRM_STA_176,Rowan Subramanian,Prefer not to say,CSE,98.6,ICSE,91.5,Icse,8.38,0,1,4,SRM_STA_176,srm_sta_176@srmist.edu.in,standard,high,True
SRM_STA_177,Kishore Subramaniam,Prefer not to say,ECE,59.9,CBSE,71.4,State,6.88,0,1,4,SRM_STA_177,srm_sta_177@srmist.edu.in,standard,high,True
SRM_STA_178,Sakshi Subramaniam,Prefer not to say,AIDS,99.0,CBSE,61.9,State,6.56,0,1,3,SRM_STA_178,srm_sta_178@srmist.edu.in,standard,high,True
SRM_STA_179,Pavithra Sharma,Prefer not to say,MECH,79.9,CBSE,84.8,Cbse,8.74,0,1,4,SRM_STA_179,srm_sta_179@srmist.edu.in,standard,high,True
SRM_STA_180,Tanvi Iyer,Prefer not to say,CSE,99.0,State Board,56.1,Cbse,6.66,0,1,4,SRM_STA_180,srm_sta_180@srmist.edu.in,standard,high,True
SRM_STA_181,Harish Reddy,Prefer not to say,AIML,61.0,CBSE,66.2,Hsc,6.28,0,2,4,SRM_STA_181,srm_sta_181@srmist.edu.in,standard,high,True
SRM_STA_182,Kishore Mukherjee,Prefer not to say,CSE,92.0,ICSE,80.7,Hsc,8.41,0,1,4,SRM_STA_182,srm_sta_182@srmist.edu.in,standard,high,True
SRM_STA_183,Bhavana Mukherjee,Prefer not to say,IT,87.8,State Board,59.4,Cbse,6.4,0,1,2,SRM_STA_183,srm_sta_183@srmist.edu.in,standard,high,True
SRM_STA_184,Shalini Kulkarni,Prefer not to say,IT,61.4,State Board,58.6,Cbse,6.31,0,1,3,SRM_STA_184,srm_sta_184@srmist.edu.in,standard,high,True
SRM_STA_185,Monisha Kumar,Prefer not to say,ECE,82.1,State Board,87.6,State,7.8,0,1,2,SRM_STA_185,srm_sta_185@srmist.edu.in,standard,high,True
SRM_STA_186,Ankit Shah,Prefer not to say,CSE,74.5,CBSE,87.3,Cbse,7.82,0,1,2,SRM_STA_186,srm_sta_186@srmist.edu.in,standard,high,True
SRM_STA_187,Kiara Reddy,Prefer not to say,AIML,87.1,State Board,95.2,Cbse,8.26,0,1,4,SRM_STA_187,srm_sta_187@srmist.edu.in,standard,high,True
SRM_STA_188,Vihaan Verma,Prefer not to say,CSE,77.3,ICSE,73.2,Icse,6.19,0,1,4,SRM_STA_188,srm_sta_188@srmist.edu.in,standard,high,True
SRM_STA_189,Balaji Bansal,Prefer not to say,MECH,75.5,ICSE,94.4,Cbse,7.91,0,1,4,SRM_STA_189,srm_sta_189@srmist.edu.in,standard,high,True
SRM_STA_190,Aman Shah,Prefer not to say,AIML,71.8,State Board,66.4,Icse,7.68,0,2,3,SRM_STA_190,srm_sta_190@srmist.edu.in,standard,high,True
SRM_STA_191,Praveen Balakrishnan,Prefer not to say,AIDS,99.0,ICSE,69.7,Hsc,7.09,0,1,3,SRM_STA_191,srm_sta_191@srmist.edu.in,standard,high,True
SRM_STA_192,Dhanush Rajendran,Prefer not to say,AIDS,99.0,CBSE,68.7,Icse,6.27,0,1,3,SRM_STA_192,srm_sta_192@srmist.edu.in,standard,high,True
SRM_STA_193,Shalini Mishra,Prefer not to say,AIML,99.0,CBSE,73.9,Cbse,6.11,0,1,3,SRM_STA_193,srm_sta_193@srmist.edu.in,standard,high,True
SRM_STA_194,Lavanya Kumar,Prefer not to say,CSE,69.6,ICSE,85.8,Icse,8.48,0,1,3,SRM_STA_194,srm_sta_194@srmist.edu.in,standard,high,True
SRM_STA_195,Bharath Thakur,Prefer not to say,ECE,77.6,State Board,88.7,Cbse,8.66,0,1,2,SRM_STA_195,srm_sta_195@srmist.edu.in,standard,high,True
SRM_STA_196,Neha Sharma,Prefer not to say,IT,81.7,CBSE,74.3,Hsc,7.49,0,1,4,SRM_STA_196,srm_sta_196@srmist.edu.in,standard,high,True
SRM_STA_197,Dev Kumar,Prefer not to say,AIDS,73.3,ICSE,72.6,Cbse,7.33,0,1,3,SRM_STA_197,srm_sta_197@srmist.edu.in,standard,high,True
SRM_STA_198,Siddharth Murugan,Prefer not to say,AIML,55.4,ICSE,70.9,Hsc,7.08,0,1,2,SRM_STA_198,srm_sta_198@srmist.edu.in,standard,high,True
SRM_STA_199,Rowan Bhat,Prefer not to say,CSE,86.8,State Board,73.9,Cbse,7.14,0,1,2,SRM_STA_199,srm_sta_199@srmist.edu.in,standard,high,True
SRM_STA_200,Kabir Patil,Prefer not to say,ECE,63.8,ICSE,58.1,Hsc,6.05,0,1,3,SRM_STA_200,srm_sta_200@srmist.edu.in,standard,high,True
SRM_TWO_001,Vivek Balakrishnan,Prefer not to say,MECH,62.1,CBSE,64.1,ICSE,6.14,0,1,3,SRM_TWO_001,vivekbalakrishnan1390@srmist.edu.in,two_column,high,False
SRM_TWO_001_V2,Vivek Balakrishnan,Prefer not to say,MECH,62.1,CBSE,64.1,ICSE,6.14,0,1,3,SRM_TWO_001_V2,vivekbalakrishnan1390@srmist.edu.in,two_column,high,False
SRM_TWO_002,Logesh Yadav,Prefer not to say,AIML,84.4,CBSE,79.3,State Board,8.28,0,0,3,SRM_TWO_002,logeshyadav7177@srmist.edu.in,two_column,high,False
SRM_TWO_002_V2,Logesh Yadav,Prefer not to say,AIML,84.4,CBSE,79.3,State Board,8.28,0,0,3,SRM_TWO_002_V2,logeshyadav7177@srmist.edu.in,two_column,high,False
SRM_TWO_003,Kabir Iyer,Prefer not to say,AIML,70.9,ICSE,68.0,CBSE,7.11,0,0,4,SRM_TWO_003,kabiriyer6829@srmist.edu.in,two_column,high,False
SRM_TWO_003_V2,Kabir Iyer,Prefer not to say,AIML,70.9,ICSE,68.0,CBSE,7.11,0,0,4,SRM_TWO_003_V2,kabiriyer6829@srmist.edu.in,two_column,high,False
SRM_TWO_004,Meera Yadav,Prefer not to say,ECE,75.5,Matriculation Board,73.3,State Board,6.77,0,1,2,SRM_TWO_004,meerayadav9707@srmist.edu.in,two_column,high,False
SRM_TWO_004_V2,Meera Yadav,Prefer not to say,AIDS,75.5,Matriculation Board,73.3,State Board,6.77,0,1,2,SRM_TWO_004_V2,meerayadav9707@srmist.edu.in,two_column,high,False
SRM_TWO_005,Manoj Kulkarni,Prefer not to say,IT,82.7,State Board,86.8,CBSE,8.83,0,0,3,SRM_TWO_005,manojkulkarni3249@srmist.edu.in,two_column,high,False
SRM_TWO_005_V2,Manoj Kulkarni,Prefer not to say,AIDS,82.7,State Board,86.8,CBSE,8.83,0,0,3,SRM_TWO_005_V2,manojkulkarni3249@srmist.edu.in,two_column,high,False
SRM_TWO_006,Pallavi Iyer,Prefer not to say,CSE,72.1,State Board,64.9,HSC,6.86,0,0,4,SRM_TWO_006,pallaviiyer5771@srmist.edu.in,two_column,high,False
SRM_TWO_006_V2,Pallavi Iyer,Prefer not to say,CSE,72.1,State Board,64.9,HSC,6.86,0,0,4,SRM_TWO_006_V2,pallaviiyer5771@srmist.edu.in,two_column,high,False
SRM_TWO_007,Varun Pandey,Prefer not to say,CSE,68.1,CBSE,72.4,CBSE,7.52,0,0,2,SRM_TWO_007,varunpandey5752@srmist.edu.in,two_column,high,False
SRM_TWO_007_V2,Varun Pandey,Prefer not to say,CSE,68.1,CBSE,72.4,CBSE,7.52,0,0,2,SRM_TWO_007_V2,varunpandey5752@srmist.edu.in,two_column,high,False
SRM_TWO_008,Venkat Agarwal,Prefer not to say,ECE,75.3,CBSE,76.3,ICSE,7.88,0,0,4,SRM_TWO_008,venkatagarwal4791@srmist.edu.in,two_column,high,False
SRM_TWO_008_V2,Venkat Agarwal,Prefer not to say,AIDS,75.3,CBSE,76.3,ICSE,7.88,0,0,4,SRM_TWO_008_V2,venkatagarwal4791@srmist.edu.in,two_column,high,False
SRM_TWO_009,Diya Pandey,Prefer not to say,AIML,73.5,Matriculation Board,80.5,ICSE,7.89,0,0,3,SRM_TWO_009,diyapandey1107@srmist.edu.in,two_column,high,False
SRM_TWO_009_V2,Diya Pandey,Prefer not to say,AIML,73.5,Matriculation Board,80.5,ICSE,7.89,0,0,3,SRM_TWO_009_V2,diyapandey1107@srmist.edu.in,two_column,high,False
SRM_TWO_010,Tara Saxena,Prefer not to say,ECE,81.7,State Board,78.4,State Board,8.09,0,0,2,SRM_TWO_010,tarasaxena6619@srmist.edu.in,two_column,high,False
SRM_TWO_010_V2,Tara Saxena,Prefer not to say,ECE,81.7,State Board,78.4,State Board,8.09,0,0,2,SRM_TWO_010_V2,tarasaxena6619@srmist.edu.in,two_column,high,False
SRM_TWO_011,Neha Singh,Prefer not to say,AIML,99.0,State Board,91.3,CBSE,9.64,0,0,4,SRM_TWO_011,nehasingh4905@srmist.edu.in,two_column,high,False
SRM_TWO_011_V2,Neha Singh,Prefer not to say,AIML,99.0,State Board,91.3,CBSE,9.64,0,0,4,SRM_TWO_011_V2,nehasingh4905@srmist.edu.in,two_column,high,False
SRM_TWO_012,Pavithra Roy,Prefer not to say,AIDS,87.8,ICSE,84.6,HSC,8.16,0,0,4,SRM_TWO_012,pavithraroy1973@srmist.edu.in,two_column,high,False
SRM_TWO_012_V2,Pavithra Roy,Prefer not to say,AIDS,87.8,ICSE,84.6,HSC,8.16,0,0,4,SRM_TWO_012_V2,pavithraroy1973@srmist.edu.in,two_column,high,False
SRM_TWO_013,Harsh Joshi,Prefer not to say,AIML,99.0,State Board,99.0,State Board,9.99,0,0,3,SRM_TWO_013,harshjoshi323@srmist.edu.in,two_column,high,False
SRM_TWO_013_V2,Harsh Joshi,Prefer not to say,IT,99.0,State Board,99.0,State Board,9.99,0,0,3,SRM_TWO_013_V2,harshjoshi323@srmist.edu.in,two_column,high,False
SRM_TWO_014,Sindhu Yadav,Prefer not to say,CSE,79.8,Matriculation Board,74.4,ICSE,7.54,0,0,3,SRM_TWO_014,sindhuyadav4202@srmist.edu.in,two_column,high,False
SRM_TWO_014_V2,Sindhu Yadav,Prefer not to say,CSE,79.8,Matriculation Board,74.4,ICSE,7.54,0,0,3,SRM_TWO_014_V2,sindhuyadav4202@srmist.edu.in,two_column,high,False
SRM_TWO_015,Siddharth Nair,Prefer not to say,IT,84.9,CBSE,81.1,State Board,8.86,0,0,4,SRM_TWO_015,siddharthnair2445@srmist.edu.in,two_column,high,False
SRM_TWO_015_V2,Siddharth Nair,Prefer not to say,ECE,84.9,CBSE,81.1,State Board,8.86,0,0,4,SRM_TWO_015_V2,siddharthnair2445@srmist.edu.in,two_column,high,False
SRM_TWO_016,Dhruv Pandey,Prefer not to say,AIDS,79.9,ICSE,78.3,CBSE,7.74,0,0,2,SRM_TWO_016,dhruvpandey3542@srmist.edu.in,two_column,high,False
SRM_TWO_016_V2,Dhruv Pandey,Prefer not to say,IT,79.9,ICSE,78.3,CBSE,7.74,0,0,2,SRM_TWO_016_V2,dhruvpandey3542@srmist.edu.in,two_column,high,False
SRM_TWO_017,Anjali Murugan,Prefer not to say,AIDS,78.6,State Board,71.5,CBSE,8.95,0,0,4,SRM_TWO_017,anjalimurugan2646@srmist.edu.in,two_column,high,False
SRM_TWO_017_V2,Anjali Murugan,Prefer not to say,CSE,78.6,State Board,71.5,CBSE,8.95,0,0,4,SRM_TWO_017_V2,anjalimurugan2646@srmist.edu.in,two_column,high,False
SRM_TWO_018,Ishita Das,Prefer not to say,MECH,94.9,State Board,83.2,CBSE,8.6,0,0,2,SRM_TWO_018,ishitadas5217@srmist.edu.in,two_column,high,False
SRM_TWO_018_V2,Ishita Das,Prefer not to say,MECH,94.9,State Board,83.2,CBSE,8.6,0,0,2,SRM_TWO_018_V2,ishitadas5217@srmist.edu.in,two_column,high,False
SRM_TWO_019,Tanvi Agarwal,Prefer not to say,IT,69.6,Matriculation Board,66.8,ICSE,7.33,0,0,3,SRM_TWO_019,tanviagarwal7401@srmist.edu.in,two_column,high,False
SRM_TWO_019_V2,Tanvi Agarwal,Prefer not to say,IT,69.6,Matriculation Board,66.8,ICSE,7.33,0,0,3,SRM_TWO_019_V2,tanviagarwal7401@srmist.edu.in,two_column,high,False
SRM_TWO_020,Santhosh Iyer,Prefer not to say,IT,71.9,State Board,72.5,HSC,8.26,0,0,4,SRM_TWO_020,santhoshiyer1113@srmist.edu.in,two_column,high,False
SRM_TWO_020_V2,Santhosh Iyer,Prefer not to say,IT,71.9,State Board,72.5,HSC,8.26,0,0,4,SRM_TWO_020_V2,santhoshiyer1113@srmist.edu.in,two_column,high,False
SRM_TWO_021,Rowan Joshi,Prefer not to say,AIML,64.2,Matriculation Board,69.1,ICSE,6.1,0,1,3,SRM_TWO_021,rowanjoshi2945@srmist.edu.in,two_column,high,False
SRM_TWO_021_V2,Rowan Joshi,Prefer not to say,AIDS,64.2,Matriculation Board,69.1,ICSE,6.1,0,1,3,SRM_TWO_021_V2,rowanjoshi2945@srmist.edu.in,two_column,high,False
SRM_TWO_022,Gokul Pandey,Prefer not to say,AIML,55.9,Matriculation Board,61.8,CBSE,7.0,0,0,3,SRM_TWO_022,gokulpandey7858@srmist.edu.in,two_column,high,False
SRM_TWO_022_V2,Gokul Pandey,Prefer not to say,AIML,55.9,Matriculation Board,61.8,CBSE,7.0,0,0,3,SRM_TWO_022_V2,gokulpandey7858@srmist.edu.in,two_column,high,False
SRM_TWO_023,Nikhil Subramaniam,Prefer not to say,IT,86.8,State Board,88.2,ICSE,8.39,0,2,2,SRM_TWO_023,nikhilsubramaniam9449@srmist.edu.in,two_column,high,False
SRM_TWO_023_V2,Nikhil Subramaniam,Prefer not to say,IT,86.8,State Board,88.2,ICSE,8.39,0,2,2,SRM_TWO_023_V2,nikhilsubramaniam9449@srmist.edu.in,two_column,high,False
SRM_TWO_024,Deepak Gupta,Prefer not to say,AIML,73.3,State Board,64.9,ICSE,7.69,0,0,4,SRM_TWO_024,deepakgupta8109@srmist.edu.in,two_column,high,False
SRM_TWO_024_V2,Deepak Gupta,Prefer not to say,AIML,73.3,State Board,64.9,ICSE,7.69,0,0,4,SRM_TWO_024_V2,deepakgupta8109@srmist.edu.in,two_column,high,False
SRM_TWO_025,Logesh Yadav,Prefer not to say,IT,60.5,CBSE,60.6,State Board,6.05,0,0,3,SRM_TWO_025,logeshyadav6546@srmist.edu.in,two_column,high,False
SRM_TWO_025_V2,Logesh Yadav,Prefer not to say,IT,60.5,CBSE,60.6,State Board,6.05,0,0,3,SRM_TWO_025_V2,logeshyadav6546@srmist.edu.in,two_column,high,False
SRM_TWO_026,Sachin Das,Prefer not to say,AIDS,94.2,CBSE,96.9,ICSE,9.95,0,0,3,SRM_TWO_026,sachindas9371@srmist.edu.in,two_column,high,False
SRM_TWO_026_V2,Sachin Das,Prefer not to say,AIDS,94.2,CBSE,96.9,ICSE,9.95,0,0,3,SRM_TWO_026_V2,sachindas9371@srmist.edu.in,two_column,high,False
SRM_TWO_027,Nithya Jain,Prefer not to say,IT,91.3,ICSE,92.0,ICSE,9.24,0,0,3,SRM_TWO_027,nithyajain2664@srmist.edu.in,two_column,high,False
SRM_TWO_027_V2,Nithya Jain,Prefer not to say,AIDS,91.3,ICSE,92.0,ICSE,9.24,0,0,3,SRM_TWO_027_V2,nithyajain2664@srmist.edu.in,two_column,high,False
SRM_TWO_028,Gayathri Bhat,Prefer not to say,IT,99.0,Matriculation Board,92.2,ICSE,9.28,0,0,3,SRM_TWO_028,gayathribhat2910@srmist.edu.in,two_column,high,False
SRM_TWO_028_V2,Gayathri Bhat,Prefer not to say,IT,99.0,Matriculation Board,92.2,ICSE,9.28,0,0,3,SRM_TWO_028_V2,gayathribhat2910@srmist.edu.in,two_column,high,False
SRM_TWO_029,Diya Thakur,Prefer not to say,AIML,66.9,State Board,67.3,CBSE,6.62,0,0,2,SRM_TWO_029,diyathakur144@srmist.edu.in,two_column,high,False
